dataset,field_name,source_row_count,parquet_row_count,source_non_null_count,parquet_non_null_count,source_non_null_share,parquet_non_null_share,non_null_share_loss,source_unique_count,parquet_unique_count,null_loss_count,null_loss_ratio,unique_count_ratio,value_profile_status,source_top_values,parquet_top_values,focus_field,useful_candidate_field
crashes,WORK_ZONE_RELATED,1076099,379272,1076099,379272,1.0,1.0,0.0,4,3,696827,0.647549,0.75,profiled,2. No:1042282|1. Yes:33210|Not Applicable:586|Not Provided:21,2. No:366672|1. Yes:12597|Not Applicable:3,False,False
crashes,WORK_ZONE_TYPE,1076099,379272,33184,12598,0.030837,0.033216,0.0,5,5,20586,0.620359,1.0,profiled,3. Work on Shoulder or Median:19470|1. Lane Closure:7219|2. Lane Shift/Crossover:2441|5. Other:2192|4. Intermittent or Moving Work:1862,3. Work on Shoulder or Median:7466|1. Lane Closure:2677|2. Lane Shift/Crossover:836|4. Intermittent or Moving Work:816|5. Other:803,False,False
crashes,YOUNG_NOTYOUNG,1076099,379272,1076099,379272,1.0,1.0,0.0,2,2,696827,0.647549,1.0,profiled,No:878182|Yes:197917,No:310006|Yes:69266,False,False
crashes,geometry,1076099,379272,1076089,379272,0.999991,1.0,0.0,1,352605,696817,0.647546,352605.0,profiled,Point:1076089,POINT (275277.01893 110609.775251):25|POINT (179934.988323 176965.052618):20|POINT (210675.136541 324419.654958):17|POINT (175102.365789 250692.754576):16|POINT (175102.389601 250691.139254):14,False,False
signals,ADDRKEY,3933,3933,535,535,0.136028,0.136028,0.0,184,184,0,0.0,1.0,profiled,1.0:323|121853.0:4|9629.0:4|61810.0:2|2445.0:2,1.0:323|121853.0:4|9629.0:4|61810.0:2|2445.0:2,False,False
signals,APS,3933,3933,799,799,0.203153,0.203153,0.0,6,6,0,0.0,1.0,profiled,NOT Appropriate:369|Installed on all appropriate approaches:247|Appropriate but Not Planned and Not Funded:150|Installed on some but not all appropriate approaches:22|Planned and Funded:8,NOT Appropriate:369|Installed on all appropriate approaches:247|Appropriate but Not Planned and Not Funded:150|Installed on some but not all appropriate approaches:22|Planned and Funded:8,False,False
signals,AREACD,3933,3933,508,508,0.129163,0.129163,0.0,5,5,0,0.0,1.0,profiled,W2:165|W4:148|W3:87|W5:67|W1:41,W2:165|W4:148|W3:87|W5:67|W1:41,False,False
signals,ASBLT,3933,3933,0,0,0.0,0.0,0.0,0,0,0,0.0,,profiled,,,False,False
signals,ASSET_GROUP,3933,3933,7,7,0.00178,0.00178,0.0,4,4,0,0.0,1.0,profiled,Check Location:4|087-0005-01:1|757-566-3475:1|75-0006-04:1,Check Location:4|087-0005-01:1|757-566-3475:1|75-0006-04:1,False,True
signals,ASSET_ID,3933,3933,2959,2959,0.752352,0.752352,0.0,2959,2959,0,0.0,1.0,profiled,884.0:1|885.0:1|886.0:1|887.0:1|888.0:1,884.0:1|885.0:1|886.0:1|887.0:1|888.0:1,True,True
signals,ASSET_NUM,3933,3933,3069,3069,0.78032,0.78032,0.0,3063,3063,0,0.0,1.0,profiled,001-0013-08:2|019-0221-08:2|041-0060-30:2|131-0013-06:2|177-0628-03:2,001-0013-08:2|019-0221-08:2|041-0060-30:2|131-0013-06:2|177-0628-03:2,True,True
signals,ASSET_SUBTYPE,3933,3933,3153,3153,0.801678,0.801678,0.0,1,1,0,0.0,1.0,profiled,Traffic Signal:3153,Traffic Signal:3153,False,True
signals,ATSPM,3933,3933,240,240,0.061022,0.061022,0.0,2,2,0,0.0,1.0,profiled,No:194|Yes:46,No:194|Yes:46,False,False
signals,BGTNO,3933,3933,1,1,0.000254,0.000254,0.0,1,1,0,0.0,1.0,profiled,FY17 GF 10 310 322:1,FY17 GF 10 310 322:1,False,False
signals,COMMENTS,3933,3933,874,874,0.222222,0.222222,0.0,504,504,0,0.0,1.0,profiled,Insync:22|INSYNC:19|Steve Stinson 09/14/2020 HMMS data collection :11|Erika McLaughlin 9/17 Collector :11|Steve Stinson 10/14/2020 HMMS data collection :11,Insync:22|INSYNC:19|Steve Stinson 09/14/2020 HMMS data collection :11|Erika McLaughlin 9/17 Collector :11|Steve Stinson 10/14/2020 HMMS data collection :11,False,False
signals,COMPKEY,3933,3933,538,538,0.136791,0.136791,0.0,506,506,0,0.0,1.0,profiled,1116961.0:4|1120650.0:4|1406022.0:3|1092870.0:2|1116960.0:2,1116961.0:4|1120650.0:4|1406022.0:3|1092870.0:2|1116960.0:2,False,False
signals,COORDINATION,3933,3933,1057,1057,0.268752,0.268752,0.0,2,2,0,0.0,1.0,profiled,Coordinated:632|Isolated:425,Coordinated:632|Isolated:425,False,False
signals,CREATEDBY,3933,3933,592,592,0.150521,0.150521,0.0,5,5,0,0.0,1.0,profiled,MSARGEN:525|ETILLMA:48|MSTRALE:12|KTWIFOR:6|AJJOHNS:1,MSARGEN:525|ETILLMA:48|MSTRALE:12|KTWIFOR:6|AJJOHNS:1,False,False
signals,CREATED_DATE,3933,3933,194,194,0.049326,0.049326,0.0,194,194,0,0.0,1.0,profiled,2017-08-31 17:00:56+00:00:1|2018-01-23 15:42:58+00:00:1|2018-01-23 16:19:05+00:00:1|2018-01-23 18:31:23+00:00:1|2018-01-24 19:29:13+00:00:1,2017-08-31 17:00:56+00:00:1|2018-01-23 15:42:58+00:00:1|2018-01-23 16:19:05+00:00:1|2018-01-23 18:31:23+00:00:1|2018-01-24 19:29:13+00:00:1,False,False
signals,CREATED_USER,3933,3933,194,194,0.049326,0.049326,0.0,3,3,0,0.0,1.0,profiled,hmms_editor:111|hmms_x:75|HMMS_Editor:8,hmms_editor:111|hmms_x:75|HMMS_Editor:8,False,False
signals,DATECREATED,3933,3933,592,592,0.150521,0.150521,0.0,68,68,0,0.0,1.0,profiled,2019-08-20 17:46:27+00:00:525|2020-01-13 14:44:55+00:00:1|2020-02-19 21:19:04+00:00:1|2020-02-21 16:39:43+00:00:1|2020-10-23 19:04:28+00:00:1,2019-08-20 17:46:27+00:00:525|2020-01-13 14:44:55+00:00:1|2020-02-19 21:19:04+00:00:1|2020-02-21 16:39:43+00:00:1|2020-10-23 19:04:28+00:00:1,False,False
signals,DATEEDITED,3933,3933,592,592,0.150521,0.150521,0.0,110,110,0,0.0,1.0,profiled,2020-08-05 14:04:58+00:00:27|2020-08-05 14:05:08+00:00:27|2020-08-05 14:05:15+00:00:27|2020-08-05 14:05:19+00:00:27|2020-08-05 14:05:11+00:00:24,2020-08-05 14:04:58+00:00:27|2020-08-05 14:05:08+00:00:27|2020-08-05 14:05:15+00:00:27|2020-08-05 14:05:19+00:00:27|2020-08-05 14:05:11+00:00:24,False,False
signals,DETECTION,3933,3933,2145,2145,0.545385,0.545385,0.0,2,2,0,0.0,1.0,profiled,Yes:2129|No:16,Yes:2129|No:16,False,False
signals,DISTRICT,3933,3933,3304,3304,0.840071,0.840071,0.0,45,45,0,0.0,1.0,profiled,Northern Virginia:1477|Richmond:495|Fredericksburg:273|Staunton:219|Hampton Roads:187,Northern Virginia:1477|Richmond:495|Fredericksburg:273|Staunton:219|Hampton Roads:187,False,False
signals,EXPBY,3933,3933,1,1,0.000254,0.000254,0.0,1,1,0,0.0,1.0,profiled,12105:1,12105:1,False,False
signals,EXPDATE,3933,3933,1,1,0.000254,0.000254,0.0,1,1,0,0.0,1.0,profiled,2005-10-28 00:00:00+00:00:1,2005-10-28 00:00:00+00:00:1,False,False
signals,FYA,3933,3933,3097,3097,0.78744,0.78744,0.0,6,6,0,0.0,1.0,profiled,NOT Appropriate:1280|Installed on all appropriate approaches:816|Appropriate but Not Planned and Not Funded:816|Planned and Not Funded:84|Planned and Funded:52,NOT Appropriate:1280|Installed on all appropriate approaches:816|Appropriate but Not Planned and Not Funded:816|Planned and Not Funded:84|Planned and Funded:52,False,False
signals,GLOBALID,3933,3933,3153,3153,0.801678,0.801678,0.0,3153,3153,0,0.0,1.0,profiled,{4E37C4C9-41F1-4910-BFBE-5B78F87A0CAD}:1|{5D45446D-A14F-40FF-919E-A0AC491BB70C}:1|{FFFFD3D2-2E5B-4D20-9C41-1686E4516CD2}:1|{4D58D53A-3CB0-4D21-AE29-8BE936C280EB}:1|{3C893304-83BC-4770-A241-B82C576D3250}:1,{4E37C4C9-41F1-4910-BFBE-5B78F87A0CAD}:1|{5D45446D-A14F-40FF-919E-A0AC491BB70C}:1|{FFFFD3D2-2E5B-4D20-9C41-1686E4516CD2}:1|{4D58D53A-3CB0-4D21-AE29-8BE936C280EB}:1|{3C893304-83BC-4770-A241-B82C576D3250}:1,True,True
signals,HVSB,3933,3933,3086,3086,0.784643,0.784643,0.0,3,3,0,0.0,1.0,profiled,HVSB Installed:2049|HVSB Not Funded:947|HVSB Planned and Funded:90,HVSB Installed:2049|HVSB Not Funded:947|HVSB Planned and Funded:90,False,False
signals,INID,3933,3933,188,188,0.047801,0.047801,0.0,165,165,0,0.0,1.0,profiled,0.0:17|5641.0:4|6601.0:3|7216.0:2|8004.0:2,0.0:17|5641.0:4|6601.0:3|7216.0:2|8004.0:2,False,False
signals,INSTALL_DATE,3933,3933,605,605,0.153827,0.153827,0.0,531,531,0,0.0,1.0,profiled,2016-03-01 00:00:00+00:00:9|2011-05-23 00:00:00+00:00:7|2020-03-31 00:00:00+00:00:7|2018-02-05 00:00:00+00:00:5|2009-06-30 00:00:00+00:00:4,2016-03-01 00:00:00+00:00:9|2011-05-23 00:00:00+00:00:7|2020-03-31 00:00:00+00:00:7|2018-02-05 00:00:00+00:00:5|2009-06-30 00:00:00+00:00:4,False,False
signals,INSTDATE,3933,3933,234,234,0.059497,0.059497,0.0,180,180,0,0.0,1.0,profiled,2023-05-01 00:00:00+00:00:6|2014-12-17 00:00:00+00:00:4|2010-06-17 00:00:00+00:00:4|2010-03-31 00:00:00+00:00:4|2016-06-08 00:00:00+00:00:4,2023-05-01 00:00:00+00:00:6|2014-12-17 00:00:00+00:00:4|2010-06-17 00:00:00+00:00:4|2010-03-31 00:00:00+00:00:4|2016-06-08 00:00:00+00:00:4,False,False
signals,INTKEY,3933,3933,492,492,0.125095,0.125095,0.0,467,467,0,0.0,1.0,profiled,5490.0:2|5491.0:2|5493.0:2|5523.0:2|5546.0:2,5490.0:2|5491.0:2|5493.0:2|5523.0:2|5546.0:2,False,True
signals,INTNO,3933,3933,186,186,0.047292,0.047292,0.0,186,186,0,0.0,1.0,profiled,0001TL:1|0002TL:1|0003TL:1|0004TL:1|0005TL:1,0001TL:1|0002TL:1|0003TL:1|0004TL:1|0005TL:1,True,True
signals,INTNUM,3933,3933,186,186,0.047292,0.047292,0.0,184,184,0,0.0,1.0,profiled,0068:2|0080:2|0001:1|0002:1|0003:1,0068:2|0080:2|0001:1|0002:1|0003:1,True,True
signals,InLucity,3933,3933,592,592,0.150521,0.150521,0.0,2,2,0,0.0,1.0,profiled,1.0:589|0.0:3,1.0:589|0.0:3,False,False
signals,IntType,3933,3933,1,1,0.000254,0.000254,0.0,1,1,0,0.0,1.0,profiled,Intersection:1,Intersection:1,False,True
signals,LAST_EDITED_DATE,3933,3933,3153,3153,0.801678,0.801678,0.0,2681,2681,0,0.0,1.0,profiled,2018-09-06 22:11:51+00:00:16|2018-09-06 22:11:05+00:00:16|2018-09-06 22:11:12+00:00:15|2018-09-06 22:11:03+00:00:14|2018-09-06 22:11:07+00:00:14,2018-09-06 22:11:51+00:00:16|2018-09-06 22:11:05+00:00:16|2018-09-06 22:11:12+00:00:15|2018-09-06 22:11:03+00:00:14|2018-09-06 22:11:07+00:00:14,False,False
signals,LAST_EDITED_USER,3933,3933,3153,3153,0.801678,0.801678,0.0,4,4,0,0.0,1.0,profiled,hmms_editor:2518|GIS_DATA:515|HMMS_Editor:108|hmms_x:12,hmms_editor:2518|GIS_DATA:515|HMMS_Editor:108|hmms_x:12,False,False
signals,LOC,3933,3933,535,535,0.136028,0.136028,0.0,2,2,0,0.0,1.0,profiled,TOC2:512|STC:23,TOC2:512|STC:23,False,False
signals,LOCATOR,3933,3933,551,551,0.140097,0.140097,0.0,516,516,0,0.0,1.0,profiled,"2450 RUSH ST:4|N/E CORNER OF S. MAIN/LIBERTY ST., 700 SOUTH MAIN ST. NORFOLK, VA:3|RFB OCEAN VIEW PARK PED CROSSING :3|150 BOUSH:2|GRANBY & OCEAN & BAY:2","2450 RUSH ST:4|N/E CORNER OF S. MAIN/LIBERTY ST., 700 SOUTH MAIN ST. NORFOLK, VA:3|RFB OCEAN VIEW PARK PED CROSSING :3|150 BOUSH:2|GRANBY & OCEAN & BAY:2",False,False
signals,LUCITYID,3933,3933,589,589,0.149758,0.149758,0.0,589,589,0,0.0,1.0,profiled,L002:1|L003:1|L004:1|L005:1|L006:1,L002:1|L003:1|L004:1|L005:1|L006:1,False,False
signals,LastSynDate,3933,3933,589,589,0.149758,0.149758,0.0,110,110,0,0.0,1.0,profiled,2020-08-05 14:05:05+00:00:30|2020-08-05 14:05:16+00:00:30|2020-08-05 14:04:58+00:00:27|2020-08-05 14:05:19+00:00:26|2020-08-05 14:05:09+00:00:24,2020-08-05 14:05:05+00:00:30|2020-08-05 14:05:16+00:00:30|2020-08-05 14:04:58+00:00:27|2020-08-05 14:05:19+00:00:26|2020-08-05 14:05:09+00:00:24,False,False
signals,LucityAutoID,3933,3933,589,589,0.149758,0.149758,0.0,589,589,0,0.0,1.0,profiled,17.0:1|18.0:1|19.0:1|20.0:1|21.0:1,17.0:1|18.0:1|19.0:1|20.0:1|21.0:1,False,False
signals,MAINT_JURISDICTION,3933,3933,3151,3151,0.80117,0.80117,0.0,89,89,0,0.0,1.0,profiled,029:907|076:333|053:235|020:218|043:157,029:907|076:333|053:235|020:218|043:157,False,True
signals,MAINT_RESP,3933,3933,3136,3136,0.797356,0.797356,0.0,9,9,0,0.0,1.0,profiled,Northern Virginia:1461|Richmond:495|Fredericksburg:272|Staunton:219|Hampton Roads:187,Northern Virginia:1461|Richmond:495|Fredericksburg:272|Staunton:219|Hampton Roads:187,False,True
signals,MAJ_NAME,3933,3933,3132,3132,0.796339,0.796339,0.0,861,861,0,0.0,1.0,profiled,Richmond Highway:68|Lee Highway:59|Leesburg Pike:49|W. Broad St:38|Courthouse Rd:37,Richmond Highway:68|Lee Highway:59|Leesburg Pike:49|W. Broad St:38|Courthouse Rd:37,True,True
signals,MAJ_NUM,3933,3933,3136,3136,0.797356,0.797356,0.0,458,458,0,0.0,1.0,profiled,1:149|29:96|17:81|60:75|250:74,1:149|29:96|17:81|60:75|250:74,True,True
signals,MAPNO,3933,3933,9,9,0.002288,0.002288,0.0,6,6,0,0.0,1.0,profiled,9130-J8:2|9130 - J8:2|9244-K4:2|9131-C6:1|9130-D6:1,9130-J8:2|9130 - J8:2|9244-K4:2|9131-C6:1|9130-D6:1,False,False
signals,MINOR_NAME,3933,3933,3141,3141,0.798627,0.798627,0.0,2835,2835,0,0.0,1.0,profiled,Sunrise Valley Drive:8|Main St:6|Courthouse Rd.:5|Braddock Road:5|Old Dominion Drive:5,Sunrise Valley Drive:8|Main St:6|Courthouse Rd.:5|Braddock Road:5|Old Dominion Drive:5,True,True
signals,MINOR_NUM,3933,3933,2344,2344,0.595983,0.595983,0.0,1417,1417,0,0.0,1.0,profiled,NR:51|NA - County Rd.:26|NA - County Rd:21|I-95:15|NIS:14,NR:51|NA - County Rd.:26|NA - County Rd:21|I-95:15|NIS:14,True,True
signals,MODIFIEDBY,3933,3933,592,592,0.150521,0.150521,0.0,5,5,0,0.0,1.0,profiled,MSARGEN:463|KTWIFOR:65|ETILLMA:40|MSTRALE:23|AJJOHNS:1,MSARGEN:463|KTWIFOR:65|ETILLMA:40|MSTRALE:23|AJJOHNS:1,False,False
signals,OBJECTID_1,3933,3933,188,188,0.047801,0.047801,0.0,188,188,0,0.0,1.0,profiled,1.0:1|2.0:1|3.0:1|4.0:1|5.0:1,1.0:1|2.0:1|3.0:1|4.0:1|5.0:1,False,False
signals,OWN,3933,3933,535,535,0.136028,0.136028,0.0,3,3,0,0.0,1.0,profiled,NTRS:530|CONT:4|VDOT:1,NTRS:530|CONT:4|VDOT:1,False,False
signals,PEDBUTTONS,3933,3933,539,539,0.137046,0.137046,0.0,2,2,0,0.0,1.0,profiled,N:360|Y:179,N:360|Y:179,False,False
signals,PEDSIGNAL,3933,3933,2216,2216,0.563438,0.563438,0.0,2,2,0,0.0,1.0,profiled,No:1182|Yes:1034,No:1182|Yes:1034,False,True
signals,PRCLKEY,3933,3933,535,535,0.136028,0.136028,0.0,1,1,0,0.0,1.0,profiled,1.0:535,1.0:535,False,False
signals,PREEMPTION,3933,3933,2316,2316,0.588863,0.588863,0.0,2,2,0,0.0,1.0,profiled,Yes:1468|No:848,Yes:1468|No:848,False,False
signals,PROJECTUPC,3933,3933,44,44,0.011187,0.011187,0.0,20,20,0,0.0,1.0,profiled,UPC106240:8|107034:7|13558:6|101020:4|107715:2,UPC106240:8|107034:7|13558:6|101020:4|107715:2,False,False
signals,REDLIGHTCAM,3933,3933,532,532,0.135266,0.135266,0.0,2,2,0,0.0,1.0,profiled,N:530|Y:2,N:530|Y:2,False,False
signals,REG_SIGNAL_ID,3933,3933,3153,3153,0.801678,0.801678,0.0,3151,3151,0,0.0,1.0,profiled,7102:2|7105:2|001022:1|001001:1|001002:1,7102:2|7105:2|001022:1|001001:1|001002:1,True,True
signals,ROUTE_TYPE,3933,3933,3153,3153,0.801678,0.801678,0.0,2,2,0,0.0,1.0,profiled,Primary:1985|Secondary:1168,Primary:1985|Secondary:1168,False,True
signals,SEGKEY,3933,3933,535,535,0.136028,0.136028,0.0,5,5,0,0.0,1.0,profiled,1.0:531|744795.0:1|744870.0:1|750475.0:1|748465.0:1,1.0:531|744795.0:1|744870.0:1|750475.0:1|748465.0:1,False,False
signals,SERVSTAT,3933,3933,569,569,0.144673,0.144673,0.0,8,8,0,0.0,1.0,profiled,I:259|I+:152|I-:137|O:11|T:4,I:259|I+:152|I-:137|O:11|T:4,False,False
signals,SIGNAL_MODE,3933,3933,893,893,0.227053,0.227053,0.0,2,2,0,0.0,1.0,profiled,No:790|Yes:103,No:790|Yes:103,False,True
signals,SIGNAL_NO,3933,3933,188,188,0.047801,0.047801,0.0,185,185,0,0.0,1.0,profiled,68.0:2|80.0:2|0.0:2|1.0:1|2.0:1,68.0:2|80.0:2|0.0:2|1.0:1|2.0:1,True,True
signals,STATUS,3933,3933,3153,3153,0.801678,0.801678,0.0,3,3,0,0.0,1.0,profiled,Active:3134|Proposed:14|Under Construction:5,Active:3134|Proposed:14|Under Construction:5,True,True
signals,STKEY,3933,3933,535,535,0.136028,0.136028,0.0,5,5,0,0.0,1.0,profiled,1.0:531|1591.0:1|1594.0:1|2436.0:1|2178.0:1,1.0:531|1591.0:1|1594.0:1|2436.0:1|2178.0:1,False,False
signals,SUBAREA,3933,3933,4,4,0.001017,0.001017,0.0,3,3,0,0.0,1.0,profiled,SW6:2|SW7:1|29:1,SW6:2|SW7:1|29:1,False,False
signals,UNITDESC,3933,3933,590,590,0.150013,0.150013,0.0,550,550,0,0.0,1.0,profiled,COLEMAN PLACE ELEMENTARY:4|ST. HELENA ELEMENTARY:4|JACOX ELEMENTARY:4|OCEANVIEW ELEMENTARY:3|RFB OCEAN VW PARK PED CROSSING:3,COLEMAN PLACE ELEMENTARY:4|ST. HELENA ELEMENTARY:4|JACOX ELEMENTARY:4|OCEANVIEW ELEMENTARY:3|RFB OCEAN VW PARK PED CROSSING:3,False,False
signals,UNITID,3933,3933,591,591,0.150267,0.150267,0.0,552,552,0,0.0,1.0,profiled,L607:4|L633:4|L619:4|L628:3|L700:3,L607:4|L633:4|L619:4|L628:3|L700:3,False,False
signals,UNITTYPE,3933,3933,591,591,0.150267,0.150267,0.0,14,14,0,0.0,1.0,profiled,4WAY:299|SCHFLH:109|SPDRDR:48|CAMERA:31|PEDXWN:26,4WAY:299|SCHFLH:109|SPDRDR:48|CAMERA:31|PEDXWN:26,False,False
signals,UPS,3933,3933,3059,3059,0.777778,0.777778,0.0,2,2,0,0.0,1.0,profiled,Yes:2387|No:672,Yes:2387|No:672,False,False
signals,USGAREAKEY,3933,3933,338,338,0.085939,0.085939,0.0,313,313,0,0.0,1.0,profiled,307.0:4|45.0:3|330.0:2|165.0:2|127.0:2,307.0:4|45.0:3|330.0:2|165.0:2|127.0:2,False,False
signals,XCOORD,3933,3933,537,537,0.136537,0.136537,0.0,534,534,0,0.0,1.0,profiled,12127791.00012647:2|12128696.09608531:2|12129744.00015748:2|12145504.50013247:1|12146319.3009963:1,12127791.00012647:2|12128696.09608531:2|12129744.00015748:2|12145504.50013247:1|12146319.3009963:1,False,False
signals,YCOORD,3933,3933,537,537,0.136537,0.136537,0.0,535,535,0,0.0,1.0,profiled,3474810.51237373:2|3473992.49990214:2|3483016.37489897:1|3479053.97665581:1|3481161.0000008:1,3474810.51237373:2|3473992.49990214:2|3483016.37489897:1|3479053.97665581:1|3481161.0000008:1,False,False
signals,geometry,3933,3933,3933,3933,1.0,1.0,0.0,1,3932,0,0.0,3932.0,profiled,Point:3933,POINT (286006.554368 98790.759522):2|POINT (325712.773614 177818.930286):1|POINT (327957.218326 182573.095325):1|POINT (330165.77612 187119.510586):1|POINT (331451.523995 189890.51816):1,False,False
